resource,bytes,organisations,endpoints,start-date,end-date
03d28ea65b79c955a5fe01a38ac60bf4e6b1a5dad9fc96fb85bd74148e7362d5,7653518,local-authority-eng:BNE,8c11543154d1053433d39b7e56bc77de11fb1589ff13c8556d423b7b4f10bf34,2022-03-05,2022-03-05
28afc46b0fbcb31c48ab63354ff94424b38aeb9918d8b58a696649bbe6df7122,2949165,local-authority-eng:BNE,108b5b1405d7b0cac292a730445e18defb42e97ec6773c4d47bf301609af23d9,2022-03-05,2022-03-05
3759fe4b4e7077a14a2be44f697fcf5f7e04d80eba3355c63a156801d8242262,5791432,local-authority-eng:BNE,c99914140386fffaa3a87a2d4b85923d86849a439b1f409f7f419fe124933f9a,2022-03-05,2022-03-05
37bed792c307771ec96ef886e62bdeafff451d2732eeaf85c7d07b68782c2e0a,3058605,local-authority-eng:BNE,fede8a60ed30f5719aa56fef103c7ced7e9f90260dcc12f49dc8de1859714fc5,2022-03-05,2022-03-05
3c8a14622669d6484aee89f2d3de8e80f614444b620ac3d763e61701d1fd6f81,6518676,local-authority-eng:HAE,fc4058d681aeca46be5731aca49baa7cabee06f4b855f536e0c8b1a6cf071e3f,2022-03-05,2022-03-05
5235766dc23b5ce064401830475cb265a11666d495632f8e8d3cc45fc0116737,3545552,local-authority-eng:BNE,4a2afe782425725e3860282c9e421c1debfed356e5829e1f2066b4ad6ceb0d83,2022-03-05,2022-03-05
5df67a27cb413eafaab2359a7c502527208ffca143f71ec72bf7804141bf4e87,34747680,local-authority-eng:BNE,17bc1f86534083ca687e9eb7f4582588d39674bf120d0fc47f752c0ef7ca07fe,2022-03-05,2022-03-05
75b606362710044698bfcac0f7068bbb1784b199699b54c1dff1234a9f751df5,3994912,local-authority-eng:BNE,55099474e3ba8ac2ff786066755af07390b55d1668d67a202af23db53bf58034,2022-03-05,2022-03-05
a63543b0af6f5f679ea31581a9441be4091583a172c9869455a7f7e4fbd547ca,3638392,local-authority-eng:BNE,2c9756765beb35003eeb46365407bab8b5010fef62e9a818a6579d961bff4316,2022-03-05,2022-03-05
a7a374fd4fec5dbe1d8d97fa8cd1ff8ad61ff9c1f1c6cccec179899d421b6688,6379150,local-authority-eng:BNE,d52756837aaaa826a280fe9c4b1967ccd09a7655cd4c246b5729c28399c227ba,2022-03-05,2022-03-05
aba03f618ef1f7c3450ec5d6e15deda75e8e2d45155b1c4dadf709eebd3e9dca,3476812,local-authority-eng:BNE,4d5c165fc543f8104c8554199535efe3d2c2bc0d0959ce52c5edeb8b0a9d3f3d,2022-03-05,2022-03-05
ae98039ac885333fc3ef1dd6275a008ce3256d20c385bc681dadb9bf22b2a3e4,26635681,local-authority-eng:GLA,c389720de01dd4bed5eb8452f3198fa9f5c7a105d88a2e14f9b05db0f3861c24,2022-03-05,2022-03-05
b97ba8470db74fd6772373af6208fd8ab40fb9ae1c820d5a7332c0545f8276ca,4657798,local-authority-eng:BNE,fb22de6d89a93e9f844b2b3bfbd05c8686f26e1311b1a09ba3d37bdd281ab75f,2022-03-05,2022-03-05
c081b99d91eb2fa48a633b99c8a752a77b5d55a9b98ffa52f717054972856b50,5656300,local-authority-eng:BNE,78622bcddae6e4d1c8893c167518f10f29d3ac4ae9aa1cabc1ce9813bf133bfe,2022-03-05,2022-03-05
de91f29bcb30323b8a1a3804126615d95f25eb43b468a4ad7d286b3805122bcd,5033423,local-authority-eng:BNE,219eb4e54df116c73655dc2a1ef021c08c76d5218632b6020963a1caab072e14,2022-03-05,2022-03-05
